209,12,5,0,1,2022-6-8,5
210,13,5,0,1,2022-6-8,4
211,14,5,0,1,2022-6-10,5
212,15,5,0,1,2022-6-9,4
213,16,5,0,1,2022-6-2,4
214,17,5,0,1,2022-6-14,2
215,17,5,0,2,2022-6-15,5
216,18,5,0,1,2022-6-7,5
217,19,5,0,1,2022-6-13,2
218,19,5,0,2,2022-6-23,2
219,19,5,0,3,2022-9-5,4
220,20,5,0,1,2022-6-7,2
221,20,5,0,2,2022-6-24,4
222,21,5,0,1,2022-6-7,4
223,22,5,0,1,2022-6-8,3
224,23,5,0,1,2022-6-14,5
225,24,5,0,1,2022-6-10,4
226,25,5,0,1,2022-6-14,4
227,26,5,0,1,2022-6-9,2
228,26,5,0,2,2022-6-24,4
229,27,5,0,1,2022-6-1,4
230,28,5,0,1,2022-6-10,4
231,29,5,0,1,2022-6-8,5
232,0,6,0,1,2022-6-2,4
233,1,6,0,1,2022-6-14,5
234,2,6,0,1,2022-6-14,4
235,3,6,0,1,2022-6-13,5
236,4,6,0,1,2022-6-13,5
237,5,6,0,1,2022-6-9,4
238,6,6,0,1,2022-6-6,2
239,6,6,0,2,2022-6-22,5
240,7,6,0,1,2022-6-13,5
241,8,6,0,1,2022-6-14,5
242,9,6,0,1,2022-6-8,4
243,10,6,0,1,2022-6-8,2
244,10,6,0,2,2022-6-23,2
245,10,6,0,3,2022-9-6,4
246,11,6,0,1,2022-6-6,3
247,12,6,0,1,2022-6-8,3
248,13,6,0,1,2022-6-8,5
249,14,6,0,1,2022-6-10,5
250,15,6,0,1,2022-6-9,5
251,16,6,0,1,2022-6-2,4
252,17,6,0,1,2022-6-14,4
253,18,6,0,1,2022-6-7,3
254,19,6,0,1,2022-6-13,5
255,20,6,0,1,2022-6-7,4
256,21,6,0,1,2022-6-7,2
257,21,6,0,2,2022-6-21,2
258,21,6,0,3,2022-9-7,2
259,22,6,0,1,2022-6-8,5
260,23,6,0,1,2022-6-14,5
261,24,6,0,1,2022-6-10,4
262,25,6,0,1,2022-6-14,5
263,26,6,0,1,2022-6-9,4
264,27,6,0,1,2022-6-1,3
265,28,6,0,1,2022-6-10,2
266,28,6,0,2,2022-6-22,3
267,29,6,0,1,2022-6-8,5
268,0,7,0,1,2022-6-2,2
269,0,7,0,2,2022-6-22,5
270,1,7,0,1,2022-6-14,3
271,2,7,0,1,2022-6-14,4
272,3,7,0,1,2022-6-13,2
273,3,7,0,2,2022-6-21,4
274,4,7,0,1,2022-6-13,3
275,5,7,0,1,2022-6-9,5
276,6,7,0,1,2022-6-6,4
277,7,7,0,1,2022-6-13,2
278,7,7,0,2,2022-6-28,2
279,7,7,0,3,2022-9-2,5
280,8,7,0,1,2022-6-14,4
281,9,7,0,1,2022-6-8,3
282,10,7,0,1,2022-6-8,2
283,10,7,0,2,2022-6-23,5
284,11,7,0,1,2022-6-6,2
285,11,7,0,2,2022-6-15,3
286,12,7,0,1,2022-6-8,5
287,13,7,0,1,2022-6-8,3
288,14,7,0,1,2022-6-10,5
289,15,7,0,1,2022-6-9,3
290,16,7,0,1,2022-6-2,5
291,17,7,0,1,2022-6-14,3
292,18,7,0,1,2022-6-7,4
293,19,7,0,1,2022-6-13,4
294,20,7,0,1,2022-6-7,3
295,21,7,0,1,2022-6-7,3
296,22,7,0,1,2022-6-8,5
297,23,7,0,1,2022-6-14,4
298,24,7,0,1,2022-6-10,4
299,25,7,0,1,2022-6-14,2
300,25,7,0,2,2022-6-24,3
301,26,7,0,1,2022-6-9,2
302,26,7,0,2,2022-6-24,4
303,27,7,0,1,2022-6-1,5
304,28,7,0,1,2022-6-10,4
305,29,7,0,1,2022-6-8,5
306,0,8,0,1,2022-6-2,3
307,1,8,0,1,2022-6-14,3
308,2,8,0,1,2022-6-14,3
309,3,8,0,1,2022-6-13,5
310,4,8,0,1,2022-6-13,2
311,4,8,0,2,2022-6-20,2
312,4,8,0,3,2022-9-8,3
313,5,8,0,1,2022-6-9,2
314,5,8,0,2,2022-6-20,5
315,6,8,0,1,2022-6-6,3
316,7,8,0,1,2022-6-13,4
317,8,8,0,1,2022-6-14,4
318,9,8,0,1,2022-6-8,5
319,10,8,0,1,2022-6-8,4
320,11,8,0,1,2022-6-6,5
321,12,8,0,1,2022-6-8,3
322,13,8,0,1,2022-6-8,4
323,14,8,0,1,2022-6-10,3
324,15,8,0,1,2022-6-9,2
325,15,8,0,2,2022-6-20,2
326,15,8,0,3,2022-9-8,2
327,16,8,0,1,2022-6-2,5
328,17,8,0,1,2022-6-14,3
329,18,8,0,1,2022-6-7,2
330,18,8,0,2,2022-6-27,3
331,19,8,0,1,2022-6-13,3
332,20,8,0,1,2022-6-7,5
333,21,8,0,1,2022-6-7,5
334,22,8,0,1,2022-6-8,4
335,23,8,0,1,2022-6-14,4
336,24,8,0,1,2022-6-10,4
337,25,8,0,1,2022-6-14,4
338,26,8,0,1,2022-6-9,3
339,27,8,0,1,2022-6-1,4
340,28,8,0,1,2022-6-10,2
341,28,8,0,2,2022-6-22,2
342,28,8,0,3,2022-9-6,3
343,29,8,0,1,2022-6-8,4
344,0,9,0,1,2022-6-2,2
345,0,9,0,2,2022-6-22,5
346,1,9,0,1,2022-6-14,2
347,1,9,0,2,2022-6-28,2
348,1,9,0,3,2022-9-5,3
349,2,9,0,1,2022-6-14,3
350,3,9,0,1,2022-6-13,3
351,4,9,0,1,2022-6-13,3
352,5,9,0,1,2022-6-9,3
353,6,9,0,1,2022-6-6,4
354,7,9,0,1,2022-6-13,2
355,7,9,0,2,2022-6-28,2
356,7,9,0,3,2022-9-2,3
357,8,9,0,1,2022-6-14,5
358,9,9,0,1,2022-6-8,3
359,10,9,0,1,2022-6-8,4
360,11,9,0,1,2022-6-6,5
361,12,9,0,1,2022-6-8,4
362,13,9,0,1,2022-6-8,4
363,14,9,0,1,2022-6-10,5
364,15,9,0,1,2022-6-9,4
365,16,9,0,1,2022-6-2,5
366,17,9,0,1,2022-6-14,3
367,18,9,0,1,2022-6-7,5
368,19,9,0,1,2022-6-13,2
369,19,9,0,2,2022-6-23,2
370,19,9,0,3,2022-9-5,3
371,20,9,0,1,2022-6-7,3
372,21,9,0,1,2022-6-7,2
373,21,9,0,2,2022-6-21,3
374,22,9,0,1,2022-6-8,4
375,23,9,0,1,2022-6-14,5
376,24,9,0,1,2022-6-10,4
377,25,9,0,1,2022-6-14,5
378,26,9,0,1,2022-6-9,5
379,27,9,0,1,2022-6-1,2
380,27,9,0,2,2022-6-29,3
381,28,9,0,1,2022-6-10,2
382,28,9,0,2,2022-6-22,4
383,29,9,0,1,2022-6-8,3
384,0,10,0,1,2022-6-2,2
385,0,10,0,2,2022-6-22,4
386,1,10,0,1,2022-6-14,5
387,2,10,0,1,2022-6-14,4
388,3,10,0,1,2022-6-13,2
389,3,10,0,2,2022-6-21,2
390,3,10,0,3,2022-9-5,4
391,4,10,0,1,2022-6-13,2
392,4,10,0,2,2022-6-20,2
393,4,10,0,3,2022-9-8,3
394,5,10,0,1,2022-6-9,3
395,6,10,0,1,2022-6-6,4
396,7,10,0,1,2022-6-13,3
397,8,10,0,1,2022-6-14,3
398,9,10,0,1,2022-6-8,5
399,10,10,0,1,2022-6-8,3
400,11,10,0,1,2022-6-6,5
401,12,10,0,1,2022-6-8,2
402,12,10,0,2,2022-6-20,3
403,13,10,0,1,2022-6-8,2
404,13,10,0,2,2022-6-27,2
405,13,10,0,3,2022-9-2,3
406,14,10,0,1,2022-6-10,3
407,15,10,0,1,2022-6-9,2
408,15,10,0,2,2022-6-20,2
409,15,10,0,3,2022-9-8,5
410,16,10,0,1,2022-6-2,2
411,16,10,0,2,2022-6-27,2
412,16,10,0,3,2022-9-5,3
413,17,10,0,1,2022-6-14,4
414,18,10,0,1,2022-6-7,5
415,19,10,0,1,2022-6-13,2
416,19,10,0,2,2022-6-23,3
417,20,10,0,1,2022-6-7,2
418,20,10,0,2,2022-6-24,4
419,21,10,0,1,2022-6-7,5
420,22,10,0,1,2022-6-8,3
421,23,10,0,1,2022-6-14,3
422,24,10,0,1,2022-6-10,3
423,25,10,0,1,2022-6-14,4
424,26,10,0,1,2022-6-9,2
425,26,10,0,2,2022-6-24,2
426,26,10,0,3,2022-9-9,5
427,27,10,0,1,2022-6-1,4
428,28,10,0,1,2022-6-10,2
429,28,10,0,2,2022-6-22,2
430,28,10,0,3,2022-9-6,2
431,29,10,0,1,2022-6-8,3
432,0,11,0,1,2022-6-2,5
433,1,11,0,1,2022-6-14,4
434,2,11,0,1,2022-6-14,3
435,3,11,0,1,2022-6-13,3
436,4,11,0,1,2022-6-13,4
437,5,11,0,1,2022-6-9,2
438,5,11,0,2,2022-6-20,3
439,6,11,0,1,2022-6-6,3
440,7,11,0,1,2022-6-13,3
441,8,11,0,1,2022-6-14,5
442,9,11,0,1,2022-6-8,5
443,10,11,0,1,2022-6-8,3
444,11,11,0,1,2022-6-6,4
445,12,11,0,1,2022-6-8,2
446,12,11,0,2,2022-6-20,5
447,13,11,0,1,2022-6-8,2
448,13,11,0,2,2022-6-27,5
449,14,11,0,1,2022-6-10,2
450,14,11,0,2,2022-6-23,3
451,15,11,0,1,2022-6-9,5
452,16,11,0,1,2022-6-2,4
453,17,11,0,1,2022-6-14,3
454,18,11,0,1,2022-6-7,2
455,18,11,0,2,2022-6-27,2
456,18,11,0,3,2022-9-9,2
457,19,11,0,1,2022-6-13,5
458,20,11,0,1,2022-6-7,4
459,21,11,0,1,2022-6-7,5
460,22,11,0,1,2022-6-8,2
461,22,11,0,2,2022-6-27,2
462,22,11,0,3,2022-9-6,2
463,23,11,0,1,2022-6-14,5
464,24,11,0,1,2022-6-10,4
465,25,11,0,1,2022-6-14,5
466,26,11,0,1,2022-6-9,3
467,27,11,0,1,2022-6-1,3
468,28,11,0,1,2022-6-10,4
469,29,11,0,1,2022-6-8,5
470,0,12,0,1,2022-6-2,4
471,1,12,0,1,2022-6-14,4
472,2,12,0,1,2022-6-14,4
473,3,12,0,1,2022-6-13,5
474,4,12,0,1,2022-6-13,2
475,4,12,0,2,2022-6-20,5
476,5,12,0,1,2022-6-9,2
477,5,12,0,2,2022-6-20,2
478,5,12,0,3,2022-9-7,3
479,6,12,0,1,2022-6-6,4
480,7,12,0,1,2022-6-13,5
481,8,12,0,1,2022-6-14,5
482,9,12,0,1,2022-6-8,2
483,9,12,0,2,2022-6-23,3
484,10,12,0,1,2022-6-8,3
485,11,12,0,1,2022-6-6,2
486,11,12,0,2,2022-6-15,3
487,12,12,0,1,2022-6-8,3
488,13,12,0,1,2022-6-8,2
489,13,12,0,2,2022-6-27,5
490,14,12,0,1,2022-6-10,5
491,15,12,0,1,2022-6-9,2
492,15,12,0,2,2022-6-20,3
493,16,12,0,1,2022-6-2,3
494,17,12,0,1,2022-6-14,5
495,18,12,0,1,2022-6-7,5
496,19,12,0,1,2022-6-13,4
497,20,12,0,1,2022-6-7,4
498,21,12,0,1,2022-6-7,3
499,22,12,0,1,2022-6-8,2
500,22,12,0,2,2022-6-27,3
501,23,12,0,1,2022-6-14,3
502,24,12,0,1,2022-6-10,3
503,25,12,0,1,2022-6-14,5
504,26,12,0,1,2022-6-9,5
505,27,12,0,1,2022-6-1,2
506,27,12,0,2,2022-6-29,2
507,27,12,0,3,2022-9-14,4
508,28,12,0,1,2022-6-10,4
509,29,12,0,1,2022-6-8,3
510,0,13,0,1,2022-6-2,5
511,1,13,0,1,2022-6-14,3
512,2,13,0,1,2022-6-14,3
513,3,13,0,1,2022-6-13,2
514,3,13,0,2,2022-6-21,5
515,4,13,0,1,2022-6-13,5
516,5,13,0,1,2022-6-9,4
517,6,13,0,1,2022-6-6,5
518,7,13,0,1,2022-6-13,5
519,8,13,0,1,2022-6-14,5
520,9,13,0,1,2022-6-8,5
521,10,13,0,1,2022-6-8,5
522,11,13,0,1,2022-6-6,5
523,12,13,0,1,2022-6-8,4
524,13,13,0,1,2022-6-8,4
525,14,13,0,1,2022-6-10,2
526,14,13,0,2,2022-6-23,3
527,15,13,0,1,2022-6-9,3
528,16,13,0,1,2022-6-2,5
529,17,13,0,1,2022-6-14,5
530,18,13,0,1,2022-6-7,3
531,19,13,0,1,2022-6-13,4
532,20,13,0,1,2022-6-7,5
533,21,13,0,1,2022-6-7,4
534,22,13,0,1,2022-6-8,2
535,22,13,0,2,2022-6-27,5
536,23,13,0,1,2022-6-14,5
537,24,13,0,1,2022-6-10,3
538,25,13,0,1,2022-6-14,3
539,26,13,0,1,2022-6-9,4
540,27,13,0,1,2022-6-1,2
541,27,13,0,2,2022-6-29,5
542,28,13,0,1,2022-6-10,5
543,29,13,0,1,2022-6-8,5
544,0,14,0,1,2022-6-2,2
545,0,14,0,2,2022-6-22,2
546,0,14,0,3,2022-9-8,4
547,1,14,0,1,2022-6-14,5
548,2,14,0,1,2022-6-14,4
549,3,14,0,1,2022-6-13,3
550,4,14,0,1,2022-6-13,3
551,5,14,0,1,2022-6-9,2
552,5,14,0,2,2022-6-20,4
553,6,14,0,1,2022-6-6,5
554,7,14,0,1,2022-6-13,2
555,7,14,0,2,2022-6-28,3
556,8,14,0,1,2022-6-14,2
557,8,14,0,2,2022-6-22,2
558,8,14,0,3,2022-9-8,4
559,9,14,0,1,2022-6-8,2
560,9,14,0,2,2022-6-23,4
561,10,14,0,1,2022-6-8,5
562,11,14,0,1,2022-6-6,3
563,12,14,0,1,2022-6-8,4
564,13,14,0,1,2022-6-8,5
565,14,14,0,1,2022-6-10,5
566,15,14,0,1,2022-6-9,2
567,15,14,0,2,2022-6-20,5
568,16,14,0,1,2022-6-2,4
569,17,14,0,1,2022-6-14,4
570,18,14,0,1,2022-6-7,3
571,19,14,0,1,2022-6-13,4
572,20,14,0,1,2022-6-7,5
573,21,14,0,1,2022-6-7,5
574,22,14,0,1,2022-6-8,5
575,23,14,0,1,2022-6-14,4
576,24,14,0,1,2022-6-10,3
577,25,14,0,1,2022-6-14,3
578,26,14,0,1,2022-6-9,4
579,27,14,0,1,2022-6-1,4
580,28,14,0,1,2022-6-10,2
581,28,14,0,2,2022-6-22,4
582,29,14,0,1,2022-6-8,3
583,0,15,0,1,2022-6-2,3
584,1,15,0,1,2022-6-14,2
585,1,15,0,2,2022-6-28,2
586,1,15,0,3,2022-9-5,2
587,2,15,0,1,2022-6-14,3
588,3,15,0,1,2022-6-13,5
589,4,15,0,1,2022-6-13,4
590,5,15,0,1,2022-6-9,5
591,6,15,0,1,2022-6-6,4
592,7,15,0,1,2022-6-13,4
593,8,15,0,1,2022-6-14,3
594,9,15,0,1,2022-6-8,3
595,10,15,0,1,2022-6-8,4
596,11,15,0,1,2022-6-6,4
597,12,15,0,1,2022-6-8,5
598,13,15,0,1,2022-6-8,3
599,14,15,0,1,2022-6-10,5
600,15,15,0,1,2022-6-9,3
601,16,15,0,1,2022-6-2,2
602,16,15,0,2,2022-6-27,4
603,17,15,0,1,2022-6-14,5
604,18,15,0,1,2022-6-7,5
605,19,15,0,1,2022-6-13,2
606,19,15,0,2,2022-6-23,4
607,20,15,0,1,2022-6-7,2
608,20,15,0,2,2022-6-24,5
609,21,15,0,1,2022-6-7,3
610,22,15,0,1,2022-6-8,3
611,23,15,0,1,2022-6-14,5
612,24,15,0,1,2022-6-10,3
613,25,15,0,1,2022-6-14,5
614,26,15,0,1,2022-6-9,4
615,27,15,0,1,2022-6-1,4
616,28,15,0,1,2022-6-10,4
617,29,15,0,1,2022-6-8,2
618,29,15,0,2,2022-6-15,3
619,0,16,0,1,2022-6-2,4
620,1,16,0,1,2022-6-14,4
621,2,16,0,1,2022-6-14,2
622,2,16,0,2,2022-6-21,4
623,3,16,0,1,2022-6-13,3
624,4,16,0,1,2022-6-13,3
625,5,16,0,1,2022-6-9,3
626,6,16,0,1,2022-6-6,4
627,7,16,0,1,2022-6-13,2
628,7,16,0,2,2022-6-28,5
629,8,16,0,1,2022-6-14,4
630,9,16,0,1,2022-6-8,2
631,9,16,0,2,2022-6-23,5
632,10,16,0,1,2022-6-8,2
633,10,16,0,2,2022-6-23,4
634,11,16,0,1,2022-6-6,4
635,12,16,0,1,2022-6-8,4
636,13,16,0,1,2022-6-8,5
637,14,16,0,1,2022-6-10,5
638,15,16,0,1,2022-6-9,2
639,15,16,0,2,2022-6-20,5
640,16,16,0,1,2022-6-2,5
641,17,16,0,1,2022-6-14,2
642,17,16,0,2,2022-6-15,2
643,17,16,0,3,2022-9-14,2
644,18,16,0,1,2022-6-7,3
645,19,16,0,1,2022-6-13,5
646,20,16,0,1,2022-6-7,2
647,20,16,0,2,2022-6-24,5
648,21,16,0,1,2022-6-7,2
649,21,16,0,2,2022-6-21,4
650,22,16,0,1,2022-6-8,3
651,23,16,0,1,2022-6-14,5
652,24,16,0,1,2022-6-10,3
653,25,16,0,1,2022-6-14,2
654,25,16,0,2,2022-6-24,3
655,26,16,0,1,2022-6-9,4
656,27,16,0,1,2022-6-1,2
657,27,16,0,2,2022-6-29,5
658,28,16,0,1,2022-6-10,4
659,29,16,0,1,2022-6-8,3
660,0,17,0,1,2022-6-2,5
661,1,17,0,1,2022-6-14,3
662,2,17,0,1,2022-6-14,5
663,3,17,0,1,2022-6-13,5
664,4,17,0,1,2022-6-13,4
665,5,17,0,1,2022-6-9,2
666,5,17,0,2,2022-6-20,5
667,6,17,0,1,2022-6-6,2
668,6,17,0,2,2022-6-22,2
669,6,17,0,3,2022-9-6,4
670,7,17,0,1,2022-6-13,3
671,8,17,0,1,2022-6-14,5
672,9,17,0,1,2022-6-8,3
673,10,17,0,1,2022-6-8,2
674,10,17,0,2,2022-6-23,2
675,10,17,0,3,2022-9-6,5
676,11,17,0,1,2022-6-6,5
677,12,17,0,1,2022-6-8,4
678,13,17,0,1,2022-6-8,5
679,14,17,0,1,2022-6-10,5
680,15,17,0,1,2022-6-9,3
681,16,17,0,1,2022-6-2,5
682,17,17,0,1,2022-6-14,4
683,18,17,0,1,2022-6-7,4
684,19,17,0,1,2022-6-13,3
685,20,17,0,1,2022-6-7,4
686,21,17,0,1,2022-6-7,4
687,22,17,0,1,2022-6-8,3
688,23,17,0,1,2022-6-14,3
689,24,17,0,1,2022-6-10,2
690,24,17,0,2,2022-6-29,4
691,25,17,0,1,2022-6-14,3
692,26,17,0,1,2022-6-9,4
693,27,17,0,1,2022-6-1,5
694,28,17,0,1,2022-6-10,2
695,28,17,0,2,2022-6-22,4
696,29,17,0,1,2022-6-8,2
697,29,17,0,2,2022-6-15,5
698,0,18,0,1,2022-6-2,5
699,1,18,0,1,2022-6-14,2
700,1,18,0,2,2022-6-28,3
701,2,18,0,1,2022-6-14,5
702,3,18,0,1,2022-6-13,3
703,4,18,0,1,2022-6-13,4
704,5,18,0,1,2022-6-9,2
705,5,18,0,2,2022-6-20,5
706,6,18,0,1,2022-6-6,5
707,7,18,0,1,2022-6-13,3
708,8,18,0,1,2022-6-14,2
709,8,18,0,2,2022-6-22,2
710,8,18,0,3,2022-9-8,5
711,9,18,0,1,2022-6-8,2
712,9,18,0,2,2022-6-23,4
713,10,18,0,1,2022-6-8,3
714,11,18,0,1,2022-6-6,4
715,12,18,0,1,2022-6-8,3
716,13,18,0,1,2022-6-8,4
717,14,18,0,1,2022-6-10,2
718,14,18,0,2,2022-6-23,5
719,15,18,0,1,2022-6-9,3
720,16,18,0,1,2022-6-2,2
721,16,18,0,2,2022-6-27,5
722,17,18,0,1,2022-6-14,5
723,18,18,0,1,2022-6-7,5
724,19,18,0,1,2022-6-13,5
725,20,18,0,1,2022-6-7,2
726,20,18,0,2,2022-6-24,3
727,21,18,0,1,2022-6-7,3
728,22,18,0,1,2022-6-8,4
729,23,18,0,1,2022-6-14,4
730,24,18,0,1,2022-6-10,3
731,25,18,0,1,2022-6-14,3
732,26,18,0,1,2022-6-9,5
733,27,18,0,1,2022-6-1,3
734,28,18,0,1,2022-6-10,2
735,28,18,0,2,2022-6-22,5
